title,netflixId,image,link,categories,watched,imdb_id,imdb_rating,imdb_votes,year,rated,runtime,genres,director,actors,plot,awards,imdb_poster,content_type,total_seasons,type,imdb_rating_numeric,imdb_votes_numeric
Never Have I Ever,80179190,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABaauXu90lf8mJrUmtJgzYHhedpjtupsLC0rBZ_vsNhWwkiYwlOtGlAJ7wWJuEKu98nCImT7Nqz4dr6-4JVGehFn4ESJqMGrQC4g.jpg?r=eb1,https://www.netflix.com/watch/80179190?tctx=18%2C10%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80179190%2C,"['TV Dramas', 'Only on Netflix', 'US TV Shows Dubbed in Hindi']",False,tt10062292,7.8,"90,610",2020–2023,TV-14,30 min,"Comedy, Drama",N/A,"Maitreyi Ramakrishnan, Poorna Jagannathan, Darren Barnet","The complicated life of a first-generation Indian-American teenage girl, inspired by Mindy Kaling's own childhood.",8 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BNzdhOGVjMTQtOTQ0Yi00ZWNjLTk2MjMtMWMzODczNWNiNmM3XkEyXkFqcGc@._V1_SX300.jpg,,4,series,7.8,90610
The Sinner,80175802,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABXxwTGR0uDfbrH0_w5j8wQLltwBjfTSwePefyYi0LkrV0wAanq90XN-NJ-gXm3ylD-TUeqM-BbmsDe5hWh2Dgc6M-uMMlY5R9MU.jpg?r=6a0,https://www.netflix.com/watch/80175802?tctx=21%2C26%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80175802%2C,"['Bingeworthy Suspenseful TV Shows', 'US TV Thrillers', 'Critically Acclaimed Crime TV Dramas', 'Critically Acclaimed TV Dramas']",False,tt6048596,7.8,"148,512",2017–2021,TV-MA,1 min,"Crime, Drama, Mystery",Antonio Campos,"Bill Pullman, Jessica Hecht, Dohn Norwood","Detective Ambrose employs some unusual tactics, and a deep capacity for empathy to solve his cases. His boundless dedication is driven by his dark past, leading him into powerful and often dangerously intimate bonds with his suspe...",Nominated for 1 Primetime Emmy. 3 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BMTRkNGZlMjUtZGVhZi00YjgzLTgwZmMtMGVlZTc4OGUzODk1XkEyXkFqcGc@._V1_SX300.jpg,,4,series,7.8,148512
How to Sell Drugs Online (Fast),80218448,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABbavgnObY8DhaHwS_j1T8l-F7qdZee8LeI0wm4-9r96TX1Ob217LzCSU-BK9_N80sJ3nE3otbTiy8YLVpeS0O7ckHKOH9vHKDzQ.jpg?r=f0f,https://www.netflix.com/watch/80218448?tctx=15%2C10%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80218448%2C,"['Award-Winning TV Shows', 'TV Dramas']",False,tt9184994,7.8,"44,870",2019–2025,TV-MA,30 min,"Comedy, Crime, Drama",N/A,"Maximilian Mundt, Danilo Kamperidis, Damian Hardung","To win back the love of his life, a high school student and his best friend launch Europe's largest online drug business from their teenage bedroom.",7 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BYWE3YmU3MTUtN2QwNy00ODQ4LThlMWQtMGExMTA5NWI2OTVjXkEyXkFqcGc@._V1_SX300.jpg,,4,series,7.8,44870
El Chapo,80133042,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABRcoiVHYJqp1Kln50Ra__9m7vArZoivPEY5B6mSti2fRr2JibqV3DS3YYvFBoDjHbViAuKm-nKBHrCI6SHz0mboHAJENrCoTAp8.jpg?r=b97,https://www.netflix.com/watch/80133042?tctx=25%2C15%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80133042%2C,['US TV Thrillers'],False,tt6692188,7.8,"21,875",2017–2018,TV-MA,43 min,"Biography, Crime, Drama",N/A,"Marco de la O, Humberto Busto, Diego Vásquez","A look at the life of notorious drug kingpin, El Chapo, from his early days in the 1980s working for the Guadalajara Cartel, to his rise to power during the '90s as the head of the Sinaloa Cartel and his ultimate downfall in 2016.",1 win total,https://m.media-amazon.com/images/M/MV5BOGQ3YjlhNjktMDViMy00Y2ZjLTk4YTAtMDU5NWU3NjhhNTAzXkEyXkFqcGc@._V1_SX300.jpg,,3,series,7.8,21875
The OA,80044950,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABapQKDHvjD6niBFqdnC3HZhWJt_u7CU79aa1FdVZ_gt4CywLt1K8mkihxhztuGVpIzLbr78p_GJm5vhiFgUiVKdNTOhXkCRxvfs.jpg?r=e0c,https://www.netflix.com/watch/80044950?tctx=5%2C24%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80044950%2C,"['Sci-Fi TV', 'US TV Thrillers']",False,tt4635282,7.8,"124,749",2016–2019,TV-MA,2 min,"Drama, Fantasy, Mystery",N/A,"Brit Marling, Jason Isaacs, Scott Wilson","Having gone missing seven years ago, the previously blind Prairie returns home, now in her twenties with her sight restored. While many believe she is a miracle, others worry that she could be dangerous.",3 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMTY5OTkwNDkzOF5BMl5BanBnXkFtZTgwMDEyNzI1NzM@._V1_SX300.jpg,,2,series,7.8,124749
Younger,80031533,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABS60cLSooYaLvRysWjvL4--H6lugzxkjFuyBkZN59e-cFs7Aun8i8MRAoLgM_b9keHopAApD_JdHIlAuWYs4n59mJhdvLeJhdQsdRUCmWlojB-KTP7Fot8No3LPrpbKlS7L_rffNTuKNXDUjAwK9NybXI9W0hC-3eAVH9JU4Fkx3.webp?r=029,https://www.netflix.com/watch/80031533?tctx=3%2C2%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80031533%2C,"['Recovery-mode Recommendations', 'New on Netflix']",False,tt3288518,7.8,"27,252",2015–2021,TV-14,22 min,"Comedy, Romance",N/A,"Sutton Foster, Hilary Duff, Debi Mazar","After being mistaken for younger than she really is, a single mother decides to take the chance to reboot her career and her love life as a 26-year old.",14 nominations total,https://m.media-amazon.com/images/M/MV5BZGZjNmI2MDEtZjRhOS00ZGZiLWFkNTUtODBlMGQ4ZjFlZWNjXkEyXkFqcGc@._V1_SX300.jpg,,7,series,7.8,27252
Santa Clarita Diet,80095815,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABRvFghzvkoqs8fnRbhxpKXjjvf8Dx1SPjRcuwpABSvgB0jdQkyoCRJ3YB2vrbLIq7JPhjWD2OxQFfFMLNROTf0TKHI0uQJddRas.jpg?r=cff,https://www.netflix.com/watch/80095815?tctx=24%2C19%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80095815%2C,['Horror TV Serials'],False,tt5580540,7.8,"82,209",2017–2019,TV-MA,2 min,"Comedy, Horror",N/A,"Drew Barrymore, Timothy Olyphant, Liv Hewson","Sheila and Joel are married real estate agents who live and work in Santa Clarita, California. When Sheila dies, their lives take a dark turn.",6 nominations total,https://m.media-amazon.com/images/M/MV5BNTIwMDkzNTMwMF5BMl5BanBnXkFtZTgwNDA4MjI2NzM@._V1_SX300.jpg,,3,series,7.8,82209
The Gentlemen,81437051,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABdcUtO0GQu4fp_CAPw7JtTuvDmCrOr7KhYIGkQDpXNcBaKS6AP19dwlpaDE1N9HoYRWb3Xqnara6KF2sqwyMD7UMBQJiWEBfXDQ.jpg?r=aba,https://www.netflix.com/watch/81437051?tctx=7%2C31%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81437051%2C,"['In a Mood', 'Emmy-Winning TV Shows', 'Award-Winning TV Shows', 'Critically Acclaimed Crime TV Dramas', 'Critically Acclaimed TV Dramas', 'Action TV']",False,tt8367814,7.8,"449,110",2019,R,113 min,"Action, Comedy, Crime",Guy Ritchie,"Matthew McConaughey, Charlie Hunnam, Michelle Dockery","An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMjE2ZjQ4ZGMtZjFhMi00NmI5LTliNjEtODczMWMxNjliZjgxXkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.8,449110
Big Mouth,80117038,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABW7jV6DjBA8e2jCR3ZsQuHqO0-G_Ni1vxgBgBDiQIpu7szbsaCXmqmi4WNugPC50LXWSpQCJCQrtD_cli3XFQrmZRXQxs-9279I.jpg?r=0e7,https://www.netflix.com/watch/80117038?tctx=13%2C33%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80117038%2C,['Emmy-Winning TV Shows'],False,tt6524350,7.8,"95,501",2017–2025,TV-MA,30 min,"Animation, Comedy, Romance",N/A,"Nick Kroll, John Mulaney, Jessi Klein",Teenage friends find their lives upended by the wonders and horrors of puberty.,Won 4 Primetime Emmys. 12 wins & 58 nominations total,https://m.media-amazon.com/images/M/MV5BMTU0YjUyNDctYmM0OC00OWU5LWJmNTMtODY5Njc4MzVlMWE2XkEyXkFqcGc@._V1_SX300.jpg,,8,series,7.8,95501
Alice in Borderland,80200575,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABfauzpdvOmriS-STBWXSQmBCKcFBha28R7WGJq5wVmG-FLLjEI6DWZyAs_csSKPMuAQIh3Lq_j7tOwNDznLXbgRek2hOmkGOirw.jpg?r=aea,https://www.netflix.com/watch/80200575?tctx=5%2C38%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80200575%2C,['Sci-Fi TV'],False,tt10795658,7.8,"138,568",2020–,TV-MA,50 min,"Action, Drama, Horror",N/A,"Kento Yamazaki, Tao Tsuchiya, Nijirô Murakami","Arisu - a listless, jobless and video-game-obsessed young man - suddenly finds himself in a strange, emptied-out version of Tokyo in which he and his friends must compete in dangerous games in order to survive.",N/A,https://m.media-amazon.com/images/M/MV5BYmMzODA4M2MtMjBmNC00YjFhLTg4NzgtODgyNzE4NWQxMThmXkEyXkFqcGc@._V1_SX300.jpg,,3,series,7.8,138568
Veer-Zaara,70024184,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABWHggUYV83LAY3sxAdo1QKUDMBIpV9zn4Vk5gxDBP8ctMo3INoLBFXz0P-XsRRMCN1JB7h7W70wnxekB0SuMOybHz4GSQaYNHr8.webp?r=d9a,https://www.netflix.com/watch/70024184?tctx=14%2C39%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70024184%2C,['Award Winning Drama Movies'],False,tt0420332,7.8,"62,790",2004,Not Rated,192 min,"Drama, Family, Musical",Yash Chopra,"Shah Rukh Khan, Preity G Zinta, Rani Mukerji","An Indian Air Force pilot rescues a Pakistani girl stranded in India. Years later, a lawyer seeks to unravel the truth behind the pilot's mysterious imprisonment in Pakistan for over two decades, during which he remained silent.",30 wins & 42 nominations total,https://m.media-amazon.com/images/M/MV5BMmI0ODNhYmEtOWM4My00MmFlLTk4ZmEtYmQ2MmNjODcxNzU2XkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.8,62790
The Big Short,80075560,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABcLw9DSvyPBTYxbZ_sp35q8Tk40-4vPxNYbi6D2jartgWzsUIJoANxyf8Eyh2k5tP-VU9KZ0UOw-d-VUb0EghlcnHrUZR8ZYXUs.webp?r=b48,https://www.netflix.com/watch/80075560?tctx=8%2C21%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80075560%2C,"['Capricorns Activate Boss Mode', 'Acclaimed Writers', 'Award Winning Drama Movies', 'Award-Winning Films']",False,tt1596363,7.8,"529,177",2015,R,130 min,"Biography, Comedy, Drama",Adam McKay,"Christian Bale, Steve Carell, Ryan Gosling","In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is.",Won 1 Oscar. 37 wins & 81 nominations total,https://m.media-amazon.com/images/M/MV5BZDZkNDQ3YjktYjBlZC00YTY1LTgxOGYtY2RhMWFhZmNkZGY3XkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.8,529177
All Quiet on the Western Front,81260280,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABfuKqeCobm-3wffhYTDkhHxdYtsNbS5la5yec9fxL250A4W6g4r2zYKHONgjEkWWKXOT6jna4kPEkMZfZiMDYiCfnR9V5AZu6UI.jpg?r=59e,https://www.netflix.com/watch/81260280?tctx=14%2C20%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81260280%2C,"['Award Winning Drama Movies', 'Award-Winning Films']",False,tt1016150,7.8,"304,290",2022,R,148 min,"Drama, History, War",Edward Berger,"Felix Kammerer, Albrecht Schuch, Aaron Hilmer",A young German soldier's eagerness to serve his country quickly fades when he witnesses the horrors of combat on the Western Front during World War I.,Won 4 Oscars. 59 wins & 89 nominations total,https://m.media-amazon.com/images/M/MV5BOWJiYWMyYTktZThhOS00ZjgxLWE0YTQtZDMyNTQxMjMyYjI2XkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.8,304290
Mimi,81267360,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABWG_gdrbhINNvhDtCBILIkas8JDaXRJgMa5Xwf27CoqMXsuDa9NxOpbw2cFhpngBzhwu7n8lvVzK7cBuuguQXeesJpi7vZXBnqw.webp?r=1a2,https://www.netflix.com/watch/81267360?tctx=14%2C24%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81267360%2C,"['Award Winning Drama Movies', 'Award-Winning Films']",False,tt10895576,7.8,"44,290",2021,TV-14,132 min,"Comedy, Drama","Rajesh Bhatia, Laxman Utekar","Kriti Sanon, Evelyn Edwards, Pankaj Tripathi",Mimi is introduced by Bhanu to an American couple as a surrogate in exchange for Rs 2 million. She decides to have the baby even when they change their mind and tells her parent that Bhanu is the father.,27 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BYzU5YjkyODYtNmIzOC00MWY3LWE0ZTUtZWU2MDZhODE3NDE1XkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.8,44290
Giri / Haji,80190519,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABdY2Kk_gbootje6tBvDQtO5ScuPBQeXPySnvKzIswVLQyjbYP93yzeEQLhGbvJIGaZh7vbggfSn6sEKcVvz7RXe1sZNVs79sGDE.jpg?r=283,https://www.netflix.com/watch/80190519?tctx=29%2C35%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80190519%2C,['Critically Acclaimed Crime TV Dramas'],False,tt8001106,7.8,"18,418",2019,TV-MA,2 min,"Crime, Drama, Mystery",N/A,"Takehiro Hira, Kelly Macdonald, Yôsuke Kubozuka","A detective from Tokyo scours London for his missing brother, who's been involved with the Yakuza and accused of murder.",Won 1 BAFTA Award2 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMmJkMDI1YTAtMzY3OS00YzA4LWExMDktN2JmNzdjNGQ5YzgxXkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.8,18418
Society of the Snow,81268316,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABQttwacnw5PwyB_Cl020fH0UtakeJ_qfxFiIKHoy5eJ_N_ysg8-h8A4K-4NUm4qFva2p2gfejDQPdWUVRMTwymdJeErvO0BgfKY.jpg?r=834,https://www.netflix.com/watch/81268316?tctx=14%2C37%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81268316%2C,"['Award Winning Drama Movies', 'Award-Winning Films']",False,tt16277242,7.8,"164,568",2023,R,144 min,"Adventure, Biography, Drama",J.A. Bayona,"Enzo Vogrincic, Agustín Pardella, Matías Recalt",The flight of a rugby team crashes on a glacier in the Andes. The few passengers who survive the crash find themselves in one of the world's toughest environments to survive.,Nominated for 2 Oscars. 47 wins & 67 nominations total,https://m.media-amazon.com/images/M/MV5BODM1MWQ1MWUtMDM1ZS00ZjI3LTg4ZTMtNmI1ZDAwNmE4MTNiXkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.8,164568
Bloodline,80010655,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABYdvzd4pRWZdvmOuDhRGH9Rht8iC3pfahXmVqWbaUiEIBKpYbmwVAeeoN-CUadlX43nj2zfE59CNYw7j7HzoeLQPPm19RZ4r9rY.jpg?r=389,https://www.netflix.com/watch/80010655?tctx=11%2C23%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80010655%2C,"['Acclaimed Writers', 'Emmy-Winning TV Shows', 'US TV Thrillers']",False,tt3520702,7.8,"62,592",2015–2017,TV-MA,60 min,"Drama, Thriller",N/A,"Kyle Chandler, Linda Cardellini, Norbert Leo Butz",A family is forced to face their past secrets and scars when the black sheep returns home.,Won 1 Primetime Emmy. 5 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BMTU4OTY0MzM1OV5BMl5BanBnXkFtZTgwMjkxMzE0MjI@._V1_SX300.jpg,,3,series,7.8,62592
Criminal: UK,80216172,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABeMTnkf2CxJUKf-t6YFC9OWfx3YaSNXpnKBUheL93Pk3Ea9a1sYgI4ziTVlPtob3eLDUHxJSGWFXNbkb46Os2GTaZSG_qZ0xp3I.jpg?r=6b8,https://www.netflix.com/watch/80216172?tctx=29%2C30%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80216172%2C,['Critically Acclaimed Crime TV Dramas'],False,tt9348692,7.7,"22,419",2019–2020,TV-MA,43 min,"Crime, Drama, Mystery",N/A,"Katherine Kelly, Lee Ingleby, Rochenda Sandall","A cat-and-mouse drama, which focuses on the intense mental conflict between detectives and suspects. The stories take place within the confines of a police interview suite.",Nominated for 2 BAFTA 5 nominations total,https://m.media-amazon.com/images/M/MV5BODdkNzE3ZTQtZTRmOC00M2RlLWJiYWEtN2RkMGQyOWNhMmNlXkEyXkFqcGc@._V1_SX300.jpg,,2,series,7.7,22419
Guns & Gulaabs,81313531,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABatxpSO8-PZmfdMI3nYMJGoPGiQB2Io6ZmDkfwofqR6ZEp7ILkg0Y61urpCRj_GUMxp7BuZ0YMeeMRiW2XOZJ8OIgRb8wgDwIBM.jpg?r=7c0,https://www.netflix.com/watch/81313531?tctx=22%2C16%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81313531%2C,"['Exciting TV Shows', 'Because you watched Dabba Cartel']",False,tt17524566,7.7,"19,226",2023–,TV-MA,N/A,"Comedy, Crime, Romance",N/A,"Rajkummar Rao, Dulquer Salmaan, Adarsh Gourav","In a sleepy town, a mechanic struggles to emerge from his dead gangster father's shadow in a mission to win over the love of his life. An honest officer ends up being a chaos agent; whilst a reluctant cartel heir has an identity c...",9 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BMDRkYjcxNjktMTk3ZS00ZjQ2LWI3ZDMtMWM2NTI1ZWYzYjA4XkEyXkFqcGc@._V1_SX300.jpg,,N/A,series,7.7,19226
Midnight Mass,81083626,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABQ6W6S0Vk8vHduWUzt7QbhN4OvgSxJe_WWs1DaRp_tEGQ6GcJDLGNXD_Q8N22mLUdTMfbBoF9Y39lxtJN68p05BwMw3F59KVvzA.jpg?r=dae,https://www.netflix.com/watch/81083626?tctx=24%2C17%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81083626%2C,"['Horror TV Serials', 'Critically Acclaimed TV Dramas', 'US TV Shows Dubbed in Hindi']",False,tt10574558,7.7,"162,279",2021,TV-MA,40 min,"Drama, Fantasy, Horror",N/A,"Kate Siegel, Zach Gilford, Kristin Lehman","An isolated island community experiences miraculous events - and frightening omens - after the arrival of a charismatic, mysterious young priest.",Nominated for 1 Primetime Emmy. 4 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BYWFjMDM5MzgtZWI3OC00ZWRmLThlNTktN2ZkMTc3ZTA5NGEzXkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.7,162279
The Residence,81005297,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABUYlzmuoMPsYoZwnmZLF8VR7ffwjsmc_ibm_386avYmrAQWFJr8XpQAnUJxoQc3ZqFTiAlboCsQo3klgfr-bmZoNcLWQgQ0aBIQ.jpg?r=9fa,https://www.netflix.com/watch/81005297?tctx=21%2C32%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81005297%2C,"['Bingeworthy Suspenseful TV Shows', 'Only on Netflix', 'US TV Shows Dubbed in Hindi']",False,tt8740614,7.7,"55,908",2025,TV-MA,N/A,"Comedy, Crime, Drama",N/A,"Uzo Aduba, Giancarlo Esposito, Molly Griggs",Inside the White House's staff residence and the lives which workers share with the First Family.,Nominated for 4 Primetime Emmys. 2 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BNmJlOWFiNGEtZGYyMy00ZWY5LWJlMjMtYjgzZTViNDI3NzUxXkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.7,55908
Good Girls,80177342,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABaeqRMZyn2sOg5qxE7gF5r-IpBaaZQUatUrQFWeHx19TZWT8DqNZPQO5OOk-oXD_pw5c_RQCG7jMfIY0iSt5BsoP8qpmYuJO4H4.jpg?r=2df,https://www.netflix.com/watch/80177342?tctx=21%2C23%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80177342%2C,"['Bingeworthy Suspenseful TV Shows', 'Critically Acclaimed Crime TV Dramas']",False,tt6474378,7.7,"66,512",2018–2021,TV-14,1 min,"Comedy, Crime, Drama",N/A,"Christina Hendricks, Retta, Mae Whitman",Three suburban mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take back their power.,1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZTFkMDZkOWMtNDM3ZC00MWE0LTkxZWEtNjYyZTk4ODNiOTc4XkEyXkFqcGc@._V1_SX300.jpg,,4,series,7.7,66512
The Ba***ds of Bollywood,81975483,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABciQaXyG7ZCQOu1HM3WOB0v3zx94SuPnWM2Nwcc9phePc-HNGUNoiPGSnubdjbopyG1-h5etonKV8tS3WkptO2xfHASAqud0kYw.jpg?r=b01,https://www.netflix.com/watch/81975483?tctx=18%2C25%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81975483%2C,"['TV Dramas', 'Only on Netflix']",False,tt34683290,7.7,"7,379",2025–,TV-MA,N/A,"Adventure, Comedy, Drama",N/A,"Bobby Deol, Lakshya, Raghav Juyal","An entertaining ride through the adventures of an ambitious outsider navigating the glitzy yet tricky world of Bollywood, with self-aware humor, cameos, and larger-than-life characters for a tongue-in-cheek take on Indian cinema.",N/A,https://m.media-amazon.com/images/M/MV5BOGJlYjliMGMtYTAxOC00YWU4LWE1NTktM2NhMDdmZTcxOTk2XkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.7,7379
Baby Reindeer,81219887,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABQCeeC3zq2sWUrX04aZ4Tc4eM8bSQQhrp2NWwkLfaDa5AdLg-aZCsGHEDx2VLLUfDwJIkwVTojYNEuEQybVQQX1H3HRsl_P3nyU.jpg?r=8bb,https://www.netflix.com/watch/81219887?tctx=13%2C18%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81219887%2C,"['Emmy-Winning TV Shows', 'Award-Winning TV Shows', 'Critically Acclaimed TV Dramas']",False,tt13649112,7.7,"182,240",2024,TV-MA,N/A,"Biography, Comedy, Drama",N/A,"Richard Gadd, Jessica Gunning, Nava Mau","The story follows Donny's warped relationship with a female stalker and the impact it has on him as he is ultimately forced to face a deep, dark buried trauma.",Won 6 Primetime Emmys. 40 wins & 65 nominations total,https://m.media-amazon.com/images/M/MV5BNzlmY2E1OTUtMjEzZi00Y2YxLWI5NmMtZmZhOWZkMjIzMDJiXkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.7,182240
Sweet Tooth,81221380,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABSEAdKaaZ30jAoVlJckQ0hOq3xRbhUiaYWOa35MqZsFb6pLC_qARwTZABkQ0arvMw_YfkDeVeb9HIQGR8zNRzqmTgAOJUTQ13Z0.jpg?r=9a1,https://www.netflix.com/watch/81221380?tctx=2%2C18%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81221380%2C,"['Now Leaving Hawkins, Indiana', 'Epic Worlds']",False,tt12809988,7.7,"77,189",2021–2024,TV-14,N/A,"Action, Adventure, Drama",N/A,"Nonso Anozie, Christian Convery, Stefania LaVie Owen",A boy who is half human and half deer survives in a post-apocalyptic world with other hybrids.,Nominated for 1 BAFTA Award15 wins & 29 nominations total,https://m.media-amazon.com/images/M/MV5BZWUxZWVhMTItOWQ1MS00OWFhLThkNzMtN2ZkN2EyMGI4M2M3XkEyXkFqcGc@._V1_SX300.jpg,,3,series,7.7,77189
Seven Seconds,80117555,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABXUI7cFHsOH8cqBvkgIm7-jrI3L0sqYb6PIEGawX9TEvxjTWw_jXy5MYx8DXhkzlCDOZy-wDRuVAQcYhmCuEochO_8NipEqsb5U.jpg?r=eb3,https://www.netflix.com/watch/80117555?tctx=13%2C29%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80117555%2C,"['Emmy-Winning TV Shows', 'Critically Acclaimed Crime TV Dramas']",False,tt6297682,7.7,"21,286",2018,TV-MA,60 min,"Crime, Drama",N/A,"Clare-Hope Ashitey, Beau Knapp, Michael Mosley",Tensions run high between black citizens and white cops in Jersey City when a black teenage boy is critically injured by a cop.,Won 1 Primetime Emmy. 8 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BNDdhNzA2NzktNTUxMS00Yzc5LWFlMDktMjk1ZjQxOWJkZmJjXkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.7,21286
